entity,epoch,selection_score,AUC_PR_mean,AUC_ROC_mean,F1_mean,PA_F1_mean,Event_F1_mean,R_F1_mean,Aff_F_mean,VUS_ROC_mean,VUS_PR_mean,AUC_PR_std,AUC_ROC_std,F1_std,PA_F1_std,Event_F1_std,R_F1_std,Aff_F_std,VUS_ROC_std,VUS_PR_std
machine-1-1,30.0,4.1515324404200395,0.533971963112387,0.8940574147863819,0.5148850083939466,0.8827281960036195,0.6339595645452073,0.17325628947452676,0.7026686952899603,0.9284991847585284,0.5774501740788353,0.026704978385990306,0.025762297734078617,0.03620461293433338,0.0668379976971649,0.06025471176998505,0.021189362935849658,9.512300889786723e-07,0.01278198412493396,0.01839399192179147
machine-1-2,25.0,3.619585573328533,0.2847333541557741,0.865313214662631,0.38662993803655793,0.8995418305890093,0.6581659169847723,0.2609051486707985,0.8618790117831293,0.9161443778999089,0.30488567679053186,0.01639483711640508,0.016596029801756153,0.011228794069908898,0.00795778844643429,0.009319304513074597,0.01424753392709564,0.02006205384466662,0.012692416508095753,0.02135070084381314
machine-1-3,5.0,2.749141219362673,0.18330246345657442,0.7110231053632622,0.24760781382598815,0.39866077790346494,0.258998612807144,0.1782614657822495,0.6701616100390771,0.7766214249120034,0.16042480176576765,0.0595365745703512,0.09480846990526663,0.09072893310423064,0.1879063709982315,0.09737751894476668,0.05284844609597273,1.136682847275949e-05,0.10921223853290128,0.07167450068526708
machine-1-4,5.0,2.2439186600574823,0.10143423592682918,0.6053978337371011,0.13585900868168893,0.14350071334194842,0.2857142857142854,0.25356450494352556,0.6687455828412847,0.6547146590522512,0.077767339818327,0.028222262299609533,0.08373994359628399,0.05664898348470912,0.0228157848610591,0.0,0.041769899071364795,1.8834679819639263e-06,0.11476123914453548,0.04504647701909635
machine-1-5,30.0,4.281200052969945,0.5391817197755515,0.9254321523922532,0.540107832240576,0.7650591278640059,0.7272727272727267,0.5545557517330516,0.9266719141634494,0.9705932850089292,0.37921314938918604,0.014308023624767987,0.0021801246746124105,0.004891777242074909,0.01850730528398962,0.0,0.011744708557555758,0.01748760180069065,0.001489602134113344,0.02079373394623051
machine-1-6,5.0,5.320074673436224,0.8728440701131052,0.9269492256797057,0.8540862350781927,0.9958883882675635,0.960255008105785,0.6798947409946847,0.9182274250644009,0.9017700452101793,0.8461976722906404,0.005180765828234703,0.002515773229583808,0.008868901809125142,0.0005050000674520477,0.0016614303059301063,0.02100901499228352,0.0094987888718567,0.0025936153205670855,0.004865487409698886
machine-1-7,5.0,4.177210760957762,0.5446498495046233,0.7744905458831162,0.6014119118486685,0.997706247392455,0.9281427774533977,0.5140359472245688,0.9219815486356965,0.7879992265994029,0.546677678486255,0.16032256495599276,0.06061186201711912,0.16867901355442003,0.0010079838562306806,0.0590514456324671,0.055692792208062454,0.06568635275611982,0.06631684676882768,0.1726705307436428
machine-1-8,5.0,2.62026870905816,0.20935672726282933,0.6154925748433643,0.2508648281376142,0.5438924566036727,0.34493261318637436,0.24463462831204255,0.8328030484904766,0.6144413212500448,0.097310209073831,0.0053403954003696285,0.050116972210731414,0.017910168325891873,0.11810602307695973,0.08013231549982007,0.02129794503407905,0.025956386239728846,0.045443236496838915,0.011131756490373717
machine-2-1,5.0,2.910970946727076,0.1803896009548001,0.6910468661917696,0.23749744825746366,0.9659834511294803,0.7044905024045105,0.30450250882413366,0.8872880002608621,0.7296864320529797,0.18506259900920102,0.002289453832712768,0.009099654417722147,0.003067685797044174,0.003670974000910472,0.025695702215362104,0.00962415173060819,0.017000578103195094,0.009599070825806466,0.002860228582652962
machine-2-2,15.0,2.923061790006134,0.19418091283060346,0.6725152787965973,0.2871705052587331,0.9835371424821232,0.5449676969844124,0.4740425056056814,0.888430441049915,0.682467843086704,0.19829680898358087,0.006649533606955024,0.017817898705549055,0.016556768047764358,0.001537192178173496,0.019025792356045547,0.013406247154263676,0.014590391776673407,0.016887291522705655,0.006909057112757546
machine-2-3,5.0,4.359630850864061,0.5309109441615159,0.934270326010443,0.5086951429114986,0.9859986957809116,0.9228966036221151,0.4685173381972606,0.9661744047514994,0.9508872703052804,0.4686927627238238,0.020794339233521676,0.004796835991220753,0.013721501586285888,0.0023770759467786748,0.011816999443518501,0.008122886072362133,0.002168523033184489,0.00448227409399006,0.019779945019304374
machine-2-4,30.0,3.0067046903422177,0.33239644350964515,0.6327663796678169,0.3666344474268832,0.902534138894744,0.7419535992201947,0.32440695319236823,0.7695942087992583,0.6297998179246984,0.2755133930139156,0.10695668004324811,0.14299187211193634,0.05960115245587095,0.08429623499842363,0.17455742172415792,0.14513325513449601,0.1179795434790894,0.14907592980791817,0.14365972632514354
machine-2-5,15.0,3.893257003141526,0.38731306985159264,0.8695564427312774,0.4270918951443373,0.9584296195233297,0.8302086857563483,0.585187670492662,0.9557008727592956,0.8821069091349523,0.3714878135200708,0.022428960849696478,0.04618701830521346,0.0108340976328832,0.021494582798231576,0.08999308683337662,0.0015701806041059359,0.0012077739558260575,0.043677512357445006,0.020875371187350826
machine-2-6,30.0,3.772292335497706,0.3764979500900627,0.8294978043794112,0.47414123036364086,0.937959653892249,0.8430965871992858,0.421473650907318,0.8815173996642692,0.8717326481451191,0.3389053028552027,0.009409531964085,0.03104892055485363,0.004295001016862032,0.0174146047007141,0.04809082077307144,0.0538537825893936,0.01747190849205971,0.020210065317505497,0.02104032931445307
