entity,epoch,AUC_PR_mean,AUC_ROC_mean,F1_mean,PA_F1_mean,Event_F1_mean,R_F1_mean,Aff_F_mean,VUS_ROC_mean,VUS_PR_mean,AUC_PR_std,AUC_ROC_std,F1_std,PA_F1_std,Event_F1_std,R_F1_std,Aff_F_std,VUS_ROC_std,VUS_PR_std
PSM,5,0.5797595355203592,0.7642983370004887,0.5620477937195216,0.9310941015099181,0.6511949072761403,0.43135617838280726,0.7581277182404724,0.7038000163699903,0.5286267441926007,0.03315867468654505,0.020039786228766916,0.0166309472302948,0.01499295858916073,0.028069319190823533,0.01686656971488063,0.01429962704984314,0.026350722582867175,0.030060465227774658
PSM,10,0.5232132573716232,0.746361871523612,0.574515605389924,0.9060944832035319,0.6203044327055476,0.4180855000881128,0.7225795161704565,0.6778493192320217,0.484621596576021,0.09126970890511017,0.05221420904634638,0.04602089886148105,0.019717059021494242,0.061711076612067484,0.0314674209090085,0.017925715389818152,0.052640399726889255,0.07242189049499692
PSM,15,0.5170858358788628,0.7317165596326168,0.5584815001885841,0.9163981903632563,0.6162859754618426,0.42663177121064805,0.7169608791812603,0.6721052586323738,0.47796554081463266,0.10145082196692944,0.04588661171992349,0.03835487414211188,0.012108805852116603,0.059151447571691045,0.05236239157497777,0.011750046155254027,0.05120961530247654,0.07714312009442405
PSM,20,0.5056212699109349,0.7186656650744424,0.5451733643809658,0.9336084795956112,0.5942680950537944,0.417872932346366,0.7213857241727483,0.6599485722748224,0.46624119421388527,0.09294240755305384,0.05359831424860787,0.04451507185318424,0.008805088444636004,0.055234625561619476,0.03644195478538809,0.013787100380863327,0.05002948878784519,0.07182265979658521
PSM,25,0.5236845541381878,0.7315330218404024,0.5413289910377926,0.9326620300141477,0.6064643839585265,0.4156022204233297,0.7297198616496896,0.6728064905826385,0.4821662011697952,0.05050001685981736,0.029723866907499646,0.0325686967610564,0.0142426803818951,0.024674315391368846,0.01529037880390763,0.007651206435841962,0.024970107729075548,0.038768140064899016
PSM,30,0.5365158323228876,0.7420043509392931,0.5440805081697346,0.9350720552746696,0.620260942378416,0.4044813589106872,0.7315084162654624,0.6821422995263371,0.49125032558193676,0.03357879484430657,0.019907072245099064,0.022353392178966643,0.02078973385516307,0.023242340840408222,0.005541616167644899,0.00904649098341865,0.011317286036947571,0.023500561758627067
PSM,35,0.5505519189899577,0.7456314226846368,0.5446053069072723,0.9379803037106396,0.620569508976641,0.4070880718527539,0.7289706255564732,0.6871484394222305,0.5007054899478169,0.038019958612234624,0.0173445589140214,0.017655728501165157,0.013430139744525803,0.018800705613163615,0.010514523829902348,0.008061723395686652,0.011283788575049782,0.025195759634272827
PSM,40,0.5598780385187225,0.7471150917922058,0.5439450303824749,0.951459461158521,0.6340138205088862,0.39994081563265316,0.7379735058869165,0.6893982872657104,0.5084701694139226,0.04779087616400522,0.017217205404475158,0.01667142387447155,0.0033621223930086997,0.023492912931580155,0.015179076233745785,0.014355075866669056,0.011429382400524627,0.031956945689959916
PSM,45,0.5625301723359584,0.7451031622660612,0.5381045705395897,0.9468829148385032,0.6337483242548799,0.4157136163460582,0.7435870035998366,0.6914698056155388,0.5113657596067676,0.040973890686144876,0.016412712921597163,0.012705137263635336,0.006560299498277993,0.018747323135244687,0.03394299132946004,0.015212377297588071,0.012830244526433374,0.028182318730959503
PSM,50,0.5693168297664375,0.747713927975166,0.5391756195451347,0.9490494688171107,0.6442938309132338,0.40807444831054185,0.7446219244650876,0.6948068827177892,0.5171672538137375,0.040021993057159914,0.018930773387963597,0.019105963068596184,0.005416039590659559,0.01044265951838754,0.028584455816046427,0.01813822189746027,0.014462806874149824,0.028439323501342602
PSM,55,0.570517025750844,0.7498408953225641,0.5421090958652792,0.9534651907240144,0.6572127614147832,0.41147222930512967,0.7413231333036802,0.6984325782429639,0.5202573519668288,0.04616970893403645,0.022700331325692474,0.023437305737022227,0.007762921682201296,0.02439130482119589,0.011615222894364181,0.018676197148994222,0.016591251914641617,0.03326306482656212
PSM,60,0.5747248373849331,0.7531290620768414,0.5455692729438091,0.9519320418623884,0.6580083437609926,0.4137506630458109,0.7405803346543962,0.7017789526883841,0.5244687492660643,0.050569634608622065,0.02445192334907685,0.02504873729350911,0.005966242544993107,0.026769641063566153,0.010020295432077202,0.01312151020120941,0.017684556938081294,0.03729162343969576
PSM,65,0.572785348604498,0.7536499539539729,0.5452127882648736,0.9506024185139426,0.6557184040453731,0.41047616621277944,0.7419506165389138,0.7041896979032808,0.5241071821746329,0.05343616280114819,0.02586662249343704,0.027204069475786175,0.0064531603048092944,0.02998967041212833,0.009771388289529809,0.01882988074261843,0.01829196110863066,0.03907531405047959
PSM,70,0.5658918817255982,0.7513735401458749,0.5428189693621095,0.950502668881064,0.647229732631698,0.40291570891472234,0.7466338152233195,0.7021570566264999,0.5185214512158836,0.055269051155731864,0.027797559296143495,0.029931374310613136,0.0069116056417037166,0.03098634597279588,0.008822107782299592,0.01338232036157131,0.0192895309660373,0.04045250255568368
PSM,75,0.5682283782056212,0.7501005036312145,0.5389042894321313,0.950199853181415,0.6476859696940716,0.4049971250307943,0.7427066639841376,0.70217005781219,0.5197983855092898,0.05337568418579989,0.027164994678310014,0.02818758874229079,0.007527795377373876,0.02645954409132392,0.007723071856642744,0.015284975711285122,0.018266276659849236,0.038617376807279565
PSM,80,0.5664975451383365,0.7499719814752723,0.5394695814145753,0.9501753950873422,0.6425786535425048,0.4011281222769243,0.7422708231450612,0.7019553958654241,0.5187104927483215,0.05371804811436232,0.025805430334389222,0.026579203294120928,0.006029740836067731,0.04107993121452562,0.012904297138406426,0.012296298090867117,0.01836463428680948,0.03882231236410516
