entity,epoch,selection_score,AUC_PR_mean,AUC_ROC_mean,F1_mean,PA_F1_mean,Event_F1_mean,R_F1_mean,Aff_F_mean,VUS_ROC_mean,VUS_PR_mean,AUC_PR_std,AUC_ROC_std,F1_std,PA_F1_std,Event_F1_std,R_F1_std,Aff_F_std,VUS_ROC_std,VUS_PR_std
PSM,80.0,3.871839300847398,0.5705278182704083,0.7490897549682765,0.5478128870037903,0.9579503062559134,0.6874187094923885,0.3949797024461778,0.7680701559085575,0.7065316160320383,0.5298070686643273,0.05019934477974838,0.024265579860268352,0.02932464553382517,0.0072579802287986404,0.027809904846402136,0.007797530384032652,0.016995435585046917,0.02428520896899953,0.040641087108399136
MACRO_AVG,,,0.5705278182704083,0.7490897549682765,0.5478128870037903,0.9579503062559134,0.6874187094923885,0.3949797024461778,0.7680701559085575,0.7065316160320383,0.5298070686643273,0.05019934477974838,0.024265579860268352,0.02932464553382517,0.0072579802287986404,0.027809904846402136,0.007797530384032652,0.016995435585046917,0.02428520896899953,0.040641087108399136
