entity,epoch,selection_score,AUC_PR_mean,AUC_ROC_mean,F1_mean,PA_F1_mean,Event_F1_mean,R_F1_mean,Aff_F_mean,VUS_ROC_mean,VUS_PR_mean,AUC_PR_std,AUC_ROC_std,F1_std,PA_F1_std,Event_F1_std,R_F1_std,Aff_F_std,VUS_ROC_std,VUS_PR_std
swat,10.0,4.452473941789524,0.7251149112211552,0.8340248477770609,0.7605573298421946,0.9229925138855116,0.7577119924752943,0.2629611683290055,0.7641884107737122,0.7597069289342098,0.6088815132411904,0.004830407365826448,0.020652922122453697,0.008246360126482898,0.0045734767218423966,0.040908027007470114,0.13666454576968193,0.0061970899134811555,0.03930237685577182,0.042564172525276646
MACRO_AVG,,,0.7251149112211552,0.8340248477770609,0.7605573298421946,0.9229925138855116,0.7577119924752943,0.2629611683290055,0.7641884107737122,0.7597069289342098,0.6088815132411904,0.004830407365826448,0.020652922122453697,0.008246360126482898,0.0045734767218423966,0.040908027007470114,0.13666454576968193,0.0061970899134811555,0.03930237685577182,0.042564172525276646
