entity,epoch,selection_score,AUC_PR_mean,AUC_ROC_mean,F1_mean,PA_F1_mean,Event_F1_mean,R_F1_mean,Aff_F_mean,VUS_ROC_mean,VUS_PR_mean,AUC_PR_std,AUC_ROC_std,F1_std,PA_F1_std,Event_F1_std,R_F1_std,Aff_F_std,VUS_ROC_std,VUS_PR_std
machine-1-1,80.0,4.251581952683467,0.5554607202153559,0.8890646417602949,0.5234984792127391,0.8059470524220596,0.6054114311175918,0.17143230642432006,0.7180767832002111,0.9358345026797507,0.6296468256151153,0.07756081749117076,0.02589143324864679,0.07494448166749582,0.314434333683687,0.2600986946000673,0.0815551871678008,0.0178473683999983,0.018601823783199925,0.07296498380113446
machine-1-2,10.0,3.800981842071951,0.32071035096160605,0.8783224562574451,0.4099140067297246,0.9680326147791815,0.741689351741067,0.29321974321083794,0.9245594598918977,0.929338093321644,0.33813747490963364,0.03573912397104717,0.008231743044782653,0.026407017624287963,0.02319661584060106,0.06252961063707924,0.013377785471588214,0.011018301735281018,0.0029260825048090214,0.0328412263315931
machine-1-3,35.0,2.9383810774977976,0.1752909070850708,0.7456062793688497,0.22541466075895045,0.7186843181984257,0.3691843540667116,0.26338103901219123,0.8125474723305498,0.8159400808219421,0.1635816771324352,0.012843425022356598,0.014197887869750077,0.04634661818991984,0.08307827231524999,0.0981114847545302,0.07485180209191128,0.055483099915649675,0.014125297722998089,0.019706157703624914
machine-1-4,35.0,3.0228255490590796,0.17517742929331942,0.7759939534554792,0.26135271964363493,0.5649533951081344,0.35821745520593284,0.29335540469283583,0.7861377797972188,0.8497632818610968,0.1744003850083303,0.019430663141104032,0.04863604277067971,0.022191463323527543,0.03549105682829494,0.08859082474605523,0.08752184618163944,0.06850975816001473,0.041721701708685305,0.025637585692019745
machine-1-5,30.0,4.391374948668322,0.5514288395345532,0.9291219222782556,0.5595150064817322,0.8093038686614145,0.7272727272727267,0.47381656428713276,0.9462597330712946,0.9715957116286085,0.4334537356738774,0.019263213769357117,0.010537381136547917,0.016344551628833328,0.034719379710738345,0.0,0.029094003050554654,0.021532464793541234,0.0051605566677078345,0.020554256923855766
machine-1-6,5.0,5.158810216903597,0.8662288442309529,0.9201977141649874,0.8458336599782035,0.9904912743518894,0.9030856593191581,0.5156437629484956,0.8452417697836013,0.8771242773831925,0.8041839513626602,0.01669587454216072,0.00888785781865727,0.023457766981362402,0.0033326752832882373,0.03286948544477059,0.13487468318161258,0.038734239196678184,0.011572923389192174,0.017107718020203617
machine-1-7,5.0,4.2415322146447325,0.56013549223373,0.7873484944789203,0.5820775608248363,0.9974988032116929,0.9271802364323548,0.53924934423803,0.9386321117417926,0.8049329934124658,0.5684055619529873,0.05048165313484406,0.017762329641949532,0.0777767444214291,0.0005079509981596532,0.022772894807103844,0.03964266849893982,0.018868051492661273,0.01718680846950279,0.051950205660516696
machine-1-8,45.0,2.6482107023474786,0.19346612075991776,0.5976409126556503,0.2718730606951045,0.8296810867445005,0.4644437580085793,0.2610667564152991,0.8477791052011678,0.6043938782669915,0.13305762476864624,0.03331921322233311,0.026906789410310966,0.022375601445514502,0.05008725592266863,0.043942139196972804,0.06166616784948586,0.05515122529946596,0.028104007625201263,0.023031632776117056
machine-2-1,40.0,3.131500939156156,0.22477440246182398,0.7313103182873336,0.3066194591694378,0.9310272787600643,0.6574243263078052,0.2899208832419654,0.8663977696705945,0.7714920038649788,0.230906985701987,0.045909093989182206,0.021030392309218812,0.0621385806681905,0.009943418417052582,0.06098553361123212,0.021956922277183558,0.024220037677631093,0.023413618398952774,0.04914283919000856
machine-2-2,5.0,2.758692503048503,0.1725887522470179,0.6289201146731787,0.2578601128396706,0.9835110652391912,0.5327985876895075,0.4524490662324096,0.8833285557738579,0.639788465832735,0.1762065016820429,0.006949738062580784,0.015968649921502737,0.007344479973258055,0.004069752505847438,0.02797577886599313,0.010280405079182552,0.013440906325531167,0.015833306403947516,0.007393670062625453
